Prospectus Type,Document Type,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,ISIN,First Passporting Date,Last Update Date,National Document ID,Consideration offered,Issuer(s) Name / LEI,Host Member State(s)
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569774,,13/03/2025,FTWS585632,Max 30000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/02/2025,CZECHIA,Derivative securities,CZ1006000148,,31/03/2025,FTWS585627,2000000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569816,,04/04/2025,FTWS586615,Max 100000000,EAG Finance s.r.o. - 315700X0FO63KINT3N18,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569808,,04/04/2025,FTWS586614,Max 100000000,EAG Finance s.r.o. - 315700X0FO63KINT3N18,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569832,,04/04/2025,FTWS589997,Max 100000000,EAG Finance s.r.o. - 315700X0FO63KINT3N18,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569824,,04/04/2025,FTWS589996,Max 100000000,EAG Finance s.r.o. - 315700X0FO63KINT3N18,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569782,,15/04/2025,FTWS585630,Max 40000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,06/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003709768,,01/03/2025,FTWS591499,Max 750000000,"UniCredit Bank Czech Republic and Slovakia, a.s. - KR6LSKV3BTSJRD41IF75",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569501,,13/02/2025,FTWS590296,Max 80000000,free heating s.r.o. - 31570047BW3CS6I7T032,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569642,,13/02/2025,FTWS581147,Max 80000000,ybox24 s.r.o. - 3157002CPOHEFVNQEI92,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569634,,13/02/2025,FTWS581146,Max 80000000,ybox24 s.r.o. - 3157002CPOHEFVNQEI92,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569626,,13/02/2025,FTWS581145,Max 80000000,ybox24 s.r.o. - 3157002CPOHEFVNQEI92,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/02/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569600,,04/04/2025,FTWS579840,Max 100000000,Český řemínek a.s. - 315700QPM5ETJ5AW9Y96,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,31/01/2025,CZECHIA,Derivative securities,CZ1006000114,,25/04/2025,FTWS579839,Max 1900000,Portu Gallery Investments s.r.o. - 315700RT645NY098Y503,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,29/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569220,,04/03/2025,FTWS575261,Max 50000000,CFIG SE - 315700P49FDKAB130531,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,29/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569238,,04/03/2025,FTWS575262,Max 50000000,CFIG SE - 315700P49FDKAB130531,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,29/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569345,,13/03/2025,FTWS576258,Max 30000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,29/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569352,,15/04/2025,FTWS576559,Max 25000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Standalone Prospectus,Standalone prospectus,,27/01/2025,CZECHIA,Shares,CZ1008000310,,27/01/2025,STDA100788,From 2315940000 to 2737020000,Doosan Škoda Power a.s. - 31570010000000024442,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,27/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569253,,16/04/2025,FTWS575136,Max 39000000,TRL Space Invest s.r.o. - 315700Y2SLDACMJ9V563,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,23/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569089,,20/03/2025,FTWS589908,Max 2000000000,"JTSEC CZ Financing 2, a.s. - 315700R92TAO9CB9ZX84",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569154,,10/04/2025,FTWS566173,Max 30000000,BHS REF Finance s.r.o. - 315700ZWOYMCJUBZQC34,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,21/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569055,,03/04/2025,FTWS566171,Max 300000000,CREDITAS Invest a.s. - 3157001HQ97URO6EVO36,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,21/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003569048,,03/04/2025,FTWS566172,Max 300000000,CREDITAS Invest a.s. - 3157001HQ97URO6EVO36,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,17/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568925,,13/02/2025,FTWS562479,Max 50000000,ALEMAR Food Group a.s. - 315700L63KOVVLIKGM26,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,17/01/2025,CZECHIA,Derivative securities,CZ1006000098,,31/03/2025,FTWS561217,2000000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/01/2025,CZECHIA,Derivative securities,CZ1006000064,,25/04/2025,FTWS562404,Max 1770000,Portu Gallery Investments s.r.o. - 315700RT645NY098Y503,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/01/2025,CZECHIA,Derivative securities,CZ1006000056,,25/04/2025,FTWS562405,Max 1940000,Portu Gallery Investments s.r.o. - 315700RT645NY098Y503,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,14/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568883,,22/01/2025,FTWS562402,Max 10000000,Stachonie Investment s.r.o. - 315700L51LOGHA3FQG42,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,14/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568891,,22/01/2025,FTWS562403,Max 27740000,Stachonie Investment s.r.o. - 315700L51LOGHA3FQG42,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,14/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568826,,04/03/2025,FTWS562480,Max 100000000,CFIG SE - 315700P49FDKAB130531,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,14/01/2025,CZECHIA,Derivative securities,CZ1006000031,,25/04/2025,FTWS562326,Max 1510000,Portu Gallery Investments s.r.o. - 315700RT645NY098Y503,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568362,,27/03/2025,FTWS555884,Max 225000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568370,,27/03/2025,FTWS555885,Max 100000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568446,,27/03/2025,FTWS555883,Max 150000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",01/03/2025,10/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003709685,01/03/2025,01/03/2025,FTWS557800,Max 500000000,"UniCredit Bank Czech Republic and Slovakia, a.s. - KR6LSKV3BTSJRD41IF75",SLOVAKIA
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,10/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003709693,,01/03/2025,FTWS552647,Max 500000000,"UniCredit Bank Czech Republic and Slovakia, a.s. - KR6LSKV3BTSJRD41IF75",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,10/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003709677,,01/03/2025,FTWS552945,Max 7000000,"UniCredit Bank Czech Republic and Slovakia, a.s. - KR6LSKV3BTSJRD41IF75",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",01/03/2025,10/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003709669,01/03/2025,01/03/2025,FTWS557801,Max 7000000,"UniCredit Bank Czech Republic and Slovakia, a.s. - KR6LSKV3BTSJRD41IF75",SLOVAKIA
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,10/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003709651,,31/03/2025,FTWS559615,1000000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,10/01/2025,CZECHIA,Derivative securities,CZ1006000080,,31/03/2025,FTWS561215,2000000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,10/01/2025,CZECHIA,Derivative securities,CZ1006000072,,31/03/2025,FTWS561216,2000000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,10/01/2025,CZECHIA,Derivative securities,CZ1006000064,,25/04/2025,FTWS555948,Max 980000,Portu Gallery Investments s.r.o. - 315700RT645NY098Y503,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,09/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003709644,,01/03/2025,FTWS551279,Max 300000000,"UniCredit Bank Czech Republic and Slovakia, a.s. - KR6LSKV3BTSJRD41IF75",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568685,,12/02/2025,FTWS552946,Max 200000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568719,,13/03/2025,FTWS552949,Max 30000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568701,,13/03/2025,FTWS552948,Max 20000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568693,,13/03/2025,FTWS552947,Max 50000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568800,,27/03/2025,FTWS552644,Max 200000000,H2 Global Group s.r.o. - 315700NORW0BQF1ZWP23,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003567620,,20/03/2025,FTWS552950,Max 2000000000,"JTSEC CZ Financing 2, a.s. - 315700R92TAO9CB9ZX84",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,06/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003567836,,14/01/2025,FTWS552643,Max 150000000,"Allrisk Meridiem Investment, a.s. - 31570011B9D5K0PPZC06",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,06/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568743,,28/02/2025,FTWS552642,Max 100000000,WOOD SEEDS s.r.o. - 3157004CFGD745LKYZ81,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,06/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568735,,25/04/2025,FTWS549982,Max 100000000,WOOD SEEDS s.r.o. - 3157004CFGD745LKYZ81,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,06/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568727,,25/04/2025,FTWS549981,Max 100000000,WOOD SEEDS s.r.o. - 3157004CFGD745LKYZ81,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568297,,26/04/2025,FTWS547801,Max 50000000,BICZ Bond 2024 CR s.r.o. - 3157006C8O37QWMV6H25,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568339,,26/04/2025,FTWS547803,Max 150000000,BICZ Bond 2024 CR s.r.o. - 3157006C8O37QWMV6H25,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568313,,26/04/2025,FTWS547804,Max 1000000,BICZ Bond 2024 CR s.r.o. - 3157006C8O37QWMV6H25,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568305,,26/04/2025,FTWS547802,Max 100000000,BICZ Bond 2024 CR s.r.o. - 3157006C8O37QWMV6H25,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568545,,09/01/2025,FTWS548962,Max 150000000,PROGRESUS RD Rýmařov III a.s. - 315700IWOKCYPDYKQ433,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568586,,09/01/2025,FTWS548965,Max 1500000,PROGRESUS RD Rýmařov III a.s. - 315700IWOKCYPDYKQ433,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568578,,09/01/2025,FTWS548788,Max 75000000,PROGRESUS RD Rýmařov III a.s. - 315700IWOKCYPDYKQ433,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568560,,09/01/2025,FTWS548960,Max 150000,PROGRESUS RD Rýmařov III a.s. - 315700IWOKCYPDYKQ433,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568537,,09/01/2025,FTWS548961,Max 75000000,PROGRESUS RD Rýmařov III a.s. - 315700IWOKCYPDYKQ433,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568552,,09/01/2025,FTWS548963,Max 180000000,PROGRESUS RD Rýmařov III a.s. - 315700IWOKCYPDYKQ433,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/01/2025,CZECHIA,Debt with denomination < €100.000,CZ0003568594,,09/01/2025,FTWS548964,Max 75000000,PROGRESUS RD Rýmařov III a.s. - 315700IWOKCYPDYKQ433,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,30/12/2024,CZECHIA,Debt with denomination < €100.000,CZ0003568529,,09/01/2025,FTWS548966,Max 45000000,RESTYN Development a.s. - 315700WTULRR2CR1ZE93,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,30/12/2024,CZECHIA,Debt with denomination < €100.000,CZ0003568479,,03/01/2025,FTWS544214,Max 65000000,DRFG RE Project 7 s.r.o. - 315700BKLVVHEZ7WUI82,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,30/12/2024,CZECHIA,Debt with denomination < €100.000,CZ0003568453,,16/04/2025,FTWS547030,Max 130000000,DRFG IG Corporate Bonds s.r.o. - 315700OT9SWBELZVLO22,
